Type,VIN,Year,Make,Body,Doors,Int_Color_Generic,Transmission,Miles,SellingPrice,Ext_Color_Generic,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,PassengerCapacity
Used,YU444HZGT2UZE6LL1,2015,Toyota,Hatchback,2,Black,Automatic,62774,9498,Black,FWD,Gasoline Fuel,30,36,5
Used,KL2P8AZYEX6BMNVV5,2017,Chevrolet,Hatchback,4,Black,Automatic,45765,9498,White,FWD,Gasoline Fuel,24,34,5
Used,LXKJZ9UYKPRGCXN36,2016,Jeep,Sport Utility,4,Black,Automatic,70000,9498,White,FWD,Gasoline Fuel,22,31,5
Used,TX6DSUHKD2AHDF5U1,2017,Ford,4dr Car,4,Gray,Automatic,50655,9498,Red,FWD,Gasoline Fuel,27,37,5
Used,AY4MWTSD1J6NNRJZU,2018,Chevrolet,4dr Car,4,Black,Manual,57959,9498,Silver,FWD,Gasoline Fuel,27,40,5
New,TXG7H9AYP87ZY218L,2015,Nissan,Sport Utility,4,Tan,Variable,0,9498,Red,FWD,Gasoline Fuel,26,33,5
Used,RGACR379T1KP0T5AE,2017,Volkswagen,4dr Car,4,Black,Manual,73240,9498,Brown,FWD,Gasoline Fuel,28,40,5
Used,DV6MPNEEG643A07VY,2016,MINI,Convertible,2,Black,6-Speed,68266,9498,Red,FWD,Gasoline Fuel,27,38,4
Used,EBJE2EB6HF3AUEDFD,2016,Hyundai,Hatchback,4,Black,Automatic,79890,9498,Gray,FWD,Gasoline Fuel,24,33,5
Used,2FZBUJXTFF2NL1SRB,2019,Chevrolet,Hatchback,4,Black,Manual,50378,9498,White,FWD,Gasoline Fuel,29,38,4
Used,1YXWH09N02U5N7YJ9,2019,Hyundai,4dr Car,4,Gray,Automatic,82388,9798,Gray,FWD,Gasoline Fuel,28,37,5
New,WZVAWJ23UHJ3073T3,2017,Hyundai,4dr Car,4,Tan,Automatic,0,9798,Red,FWD,Gasoline Fuel,25,36,5
New,XPASWNZ8698BHDRNH,2015,Kia,4dr Car,4,Tan,Automatic,0,9997,Silver,FWD,Gasoline Fuel,23,34,5
Used,EB0XHVBABR9EZ5AC6,2015,Volkswagen,Hatchback,2,Black,Automatic,77713,9997,Black,FWD,Gasoline Fuel,25,33,4
Used,BR3NLBWZ1NU427M7Y,2016,Audi,4dr Car,4,Gray,Automatic,81501,9997,Blue,FWD,Gasoline Fuel,23,33,5
Used,UM4ABBTBS455F5D4V,2018,Ford,Hatchback,4,Black,Automatic,55249,9997,Silver,FWD,Gasoline Fuel,26,38,5
New,32C2FNMJYM2EDB0A9,2019,Hyundai,4dr Car,4,Black,Automatic,0,9998,Gray,FWD,Gasoline Fuel,28,38,5
Used,CMW5BPVEUF98K6H8D,2014,Honda,4dr Car,4,Gray,Variable,80471,9998,Silver,FWD,Gasoline Fuel,27,36,5
New,MF4G5S7SLXTUJACXY,2017,Nissan,4dr Car,4,Gray,Variable,0,9998,Silver,FWD,Gasoline Fuel,29,37,5
Used,SRJ32RUYG30E3U726,2016,Hyundai,4dr Car,4,Gray,Automatic,78326,9998,Gray,FWD,Gasoline Fuel,28,38,5
Used,RYXRSKRKS9SH5TXFA,2018,Kia,4dr Car,4,Gray,Automatic,58639,9998,Black,FWD,Gasoline Fuel,29,37,5
New,JMNYMYW9SD5JD4Y6B,2018,Kia,4dr Car,4,Tan,Automatic,0,9998,Black,FWD,Gasoline Fuel,25,36,5
New,CG8U870ZAPSDYCK4G,2017,Kia,Sport Utility,4,Black,Automatic,0,9998,Gray,AWD,Gasoline Fuel,21,25,5
Used,5N7FF73BDRSGHUARP,2017,Hyundai,4dr Car,4,Gray,Automatic,78279,9998,Silver,FWD,Gasoline Fuel,28,37,5
New,YCJMPNW6B8HEKSDCK,2015,Kia,Sport Utility,4,Black,Automatic,0,9998,Purple,AWD,Gasoline Fuel,19,25,5
Used,XCR45LLU083YETAGZ,2018,Hyundai,4dr Car,4,Tan,Automatic,63443,9998,Red,FWD,Gasoline Fuel,29,38,5
Used,APZSFXY9WU6PFW2S6,2018,Ford,Hatchback,4,Gray,Automatic,76273,9998,White,FWD,Gasoline Fuel,24,34,5
Used,UBDB7PUTYC1Z6FMJ0,2019,Nissan,4dr Car,4,Gray,Variable,61641,9998,Black,FWD,Gasoline Fuel,29,37,5
Used,XYG56AJKWG88TDFHW,2016,Hyundai,4dr Car,4,Tan,Automatic,73069,9998,Black,FWD,Gasoline Fuel,25,38,5
Used,W1TPSBWUT86NJFCN5,2016,Kia,4dr Car,4,Black,Automatic,59529,9998,Blue,FWD,Gasoline Fuel,26,39,5
New,VFC3RVSMCHH1LJVZ7,2016,Hyundai,4dr Car,4,Gray,Automatic,0,9998,Blue,FWD,Gasoline Fuel,28,38,5
Used,SLMZ4NEGF5ZTRHCR5,2016,Chevrolet,4dr Car,4,Black,Automatic,61091,9998,White,FWD,Gasoline Fuel,24,34,5
New,1476LP040E1ZTYJVE,2019,Kia,4dr Car,4,Black,Automatic,0,9998,Blue,FWD,Gasoline Fuel,28,37,5
Used,VP8TNJ43GVHX7UZGN,2015,Hyundai,3dr Car,3,Black,Automatic,73240,9998,Black,FWD,Gasoline Fuel,27,36,4
Used,SV0UB05ESDRVWUC3G,2017,Jeep,Sport Utility,4,Gray,Variable,68093,9998,Black,FWD,Gasoline Fuel,22,26,5
Used,W2M799ZYPYXEWYJUC,2020,Kia,4dr Car,4,Black,Variable,66698,9998,Gray,FWD,Gasoline Fuel,29,40,5
New,413LHHECJ654M0700,2021,Mitsubishi,Hatchback,4,Black,Variable,0,9998,Red,FWD,Gasoline Fuel,36,43,5
Used,J3ZNPLZ5GTMF4SXN1,2016,Chevrolet,Sport Utility,4,Black,Automatic,76437,9998,Blue,AWD,Gasoline Fuel,20,29,5
New,MDTE14RHCNTXPS6SG,2019,Nissan,4dr Car,4,Gray,Variable,0,9998,Silver,FWD,Gasoline Fuel,29,37,5
Used,W38CAFF4582G3LD16,2016,Kia,4dr Car,4,Black,Automatic,63511,9998,Blue,FWD,Gasoline Fuel,26,39,5
Used,WU01ZLCNSN2W7UCSF,2017,Nissan,4dr Car,4,Gray,Variable,35575,9998,Silver,FWD,Gasoline Fuel,29,37,5
Used,T3BTFS8C9DCF00SL2,2018,Hyundai,4dr Car,4,Tan,Automatic,50486,10497,Black,FWD,Gasoline Fuel,28,37,5
Used,H451JHK5BBBHPD88R,2019,Honda,Hatchback,4,Black,Variable,74391,10497,Red,FWD,Gasoline Fuel,33,40,5
Used,M4A5XPBCYH2HH2NXT,2019,Hyundai,4dr Car,4,Gray,Automatic,71265,10498,Silver,FWD,Gasoline Fuel,28,37,5
Used,VLW6X7395DWUKUR7D,2020,Hyundai,4dr Car,4,Gray,Variable,75917,10498,Gray,FWD,Gasoline Fuel,30,40,5
Used,JCPZ46L58SSSJ60VP,2016,BMW,4dr Car,4,Tan,Automatic,77688,10498,Blue,RWD,Gasoline Fuel,23,35,5
Used,JT8A83AEA7JY4ARTN,2016,Ford,Hatchback,4,Black,Automatic,40166,10498,Silver,FWD,Gasoline Fuel,26,38,5
Used,XLZ5YPDZ44ZNU6LUY,2016,Nissan,4dr Car,4,Gray,Variable,67546,10498,White,FWD,Gasoline Fuel,26,37,5
Used,U906MDPXTXNB8K109,2019,Chevrolet,4dr Car,4,Black,Automatic,63957,10498,Black,FWD,Gasoline Fuel,28,38,5
Used,BHNW2X02RZ4MW9U2S,2020,Hyundai,4dr Car,4,Tan,Variable,69329,10498,Red,FWD,Gasoline Fuel,30,40,5
Used,XUE4FEVFN6LXDEUHP,2017,Hyundai,4dr Car,4,Gray,Automatic,53767,10498,Black,FWD,Gasoline Fuel,29,38,5
Used,M83Y87W4GSJ6YL8T9,2017,Jeep,Sport Utility,4,Gray,Variable,70289,10498,Red,FWD,Gasoline Fuel,22,26,5
Used,X42XHRG0WL7V2V4GX,2022,Mitsubishi,4dr Car,4,Gray,Variable,46061,10498,Red,FWD,Gasoline Fuel,35,41,5
Used,AVS2CYMWTC8Z3JCNC,2020,Nissan,4dr Car,4,Gray,Manual,52809,10498,Silver,FWD,Gasoline Fuel,27,35,5
Used,U24WFBYF788TX0ENF,2017,Kia,4dr Car,4,Black,Automatic,75848,10498,Red,FWD,Gasoline Fuel,29,38,5
New,BMV0HPF89RDT9MGAF,2020,Hyundai,4dr Car,4,Black,Variable,0,10498,Gray,FWD,Gasoline Fuel,30,40,5
Used,UP06ZSHV1SD30N9T3,2016,Scion,Hatchback,4,Black,Variable,77323,10498,Red,FWD,Gasoline Fuel,28,37,5
New,3SH02U8KEF6KXKPH1,2020,Kia,4dr Car,4,Black,Variable,0,10498,Gray,FWD,Gasoline Fuel,33,41,5
Used,R62F8FMKA5UER9SWL,2017,Dodge,Sport Utility,4,Black,Automatic,69754,10498,White,FWD,Gasoline Fuel,17,25,7
New,1SVJL91WNMLMT6ZEW,2016,Hyundai,3dr Car,3,Black,Automatic,0,10498,Blue,FWD,Gasoline Fuel,28,36,4
New,2ANJ9NAKBGK93LBC9,2019,Nissan,4dr Car,4,Gray,Variable,0,10498,Blue,FWD,Gasoline Fuel,29,37,5
Used,V732KV925ZEEESY4X,2018,Volkswagen,4dr Car,4,Black,Automatic,62814,10797,Black,FWD,Gasoline Fuel,28,38,5
New,V2W38SJRGT8E65GZ3,2016,Hyundai,4dr Car,4,Tan,Automatic,0,10798,Red,FWD,Gasoline Fuel,25,38,5
Used,MDYHSVB1EWUVRUSTZ,2020,Hyundai,Sport Utility,4,Black,Variable,71812,10898,Silver,FWD,Gasoline Fuel,30,34,5
Used,UBDF2PZGX2FWPRDKV,2017,Kia,Sport Utility,4,Black,Automatic,77933,10997,Silver,AWD,Gasoline Fuel,18,25,7
Used,Z573Z9LNTSMM0C4A5,2015,Cadillac,4dr Car,4,Black,Automatic,72994,10997,Red,RWD,Gasoline Fuel,21,30,5
New,5E37F85HLG1N66MF2,2019,Kia,4dr Car,4,Black,Variable,0,10997,White,FWD,Gasoline Fuel,30,40,5
Used,H0HUUPTALTE78KVHN,2016,MINI,Sport Utility,4,Black,Automatic,63893,10998,Gray,FWD,Gasoline Fuel,27,32,5
Used,HX2FVKZRU6TH353SF,2017,Kia,Hatchback,4,Black,Automatic,71646,10998,Red,FWD,Gasoline Fuel,26,31,5
New,YF0JAK1H89EK8C2YC,2019,Kia,Hatchback,4,Black,Automatic,0,10998,Black,FWD,Gasoline Fuel,26,31,5
Used,KYYB7BCUDUW4L7WTN,2018,Kia,4dr Car,4,Gray,Automatic,49777,10998,Gray,FWD,Gasoline Fuel,29,37,5
New,1V1VVKZX28VJDEFHJ,2015,Toyota,4dr Car,4,Black,Manual,0,10998,Black,FWD,Gasoline Fuel,28,37,5
Used,39VTKR5UZDA68Y1FH,2019,Nissan,4dr Car,4,Gray,Variable,70905,10998,Gray,FWD,Gasoline Fuel,29,37,5
Used,KL0FZEJ46R599XDCF,2019,Hyundai,4dr Car,4,Black,Automatic,55526,10998,Silver,FWD,Gasoline Fuel,28,37,5
Used,RES8CLWCPFKPA6RXH,2020,Hyundai,4dr Car,4,Black,Variable,73900,10998,White,FWD,Gasoline Fuel,30,40,5
Used,V4SM73TJTB5U6ES72,2016,Kia,Sport Utility,4,Black,Automatic,77212,10998,White,FWD,Gasoline Fuel,21,28,5
Used,FFUD2FJRYXSS1U60U,2021,Kia,4dr Car,4,Black,Manual,64165,10998,Black,FWD,Gasoline Fuel,27,37,5
Used,Y40956GYJZWJJMZWL,2015,Volkswagen,Hatchback,2,Black,Automatic,78831,10998,Blue,FWD,Gasoline Fuel,25,33,4
Used,NJ1CB4K5AF3PM85RH,2019,Kia,Hatchback,4,Black,Automatic,63534,10998,Gray,FWD,Gasoline Fuel,26,31,5
Used,2B2B5NE2F2PZ7BG73,2021,Mitsubishi,Hatchback,4,Black,Variable,78897,10998,Yellow,FWD,Gasoline Fuel,36,43,5
Used,4RHB66Z0C12RDWXWW,2018,Chevrolet,4dr Car,4,Black,Automatic,69929,10998,Gray,FWD,Gasoline Fuel,29,40,5
Used,UMYHN31AZ87S810D8,2019,Chevrolet,Hatchback,4,Black,Automatic,56113,10998,Gray,FWD,Gasoline Fuel,30,38,4
Used,HL0NW2Z7X06THX7PS,2017,Nissan,4dr Car,4,Gray,Variable,65380,10998,Blue,FWD,Gasoline Fuel,29,37,5
New,2MF6AT0KKDT6L8D53,2019,Hyundai,4dr Car,4,Black,Automatic,0,10998,Blue,FWD,Gasoline Fuel,28,38,5
Used,Z7FW6T5LKJVBC8X5M,2016,Chevrolet,4dr Car,4,Black,Automatic,73392,10998,Silver,FWD,Flex Fuel,18,30,5
New,M3MMLXVFE72NJBP1P,2018,Hyundai,4dr Car,4,Gray,Automatic,0,10998,Black,FWD,Gasoline Fuel,29,38,5
Used,G1XX0U6XDWA6C67KC,2020,Volkswagen,4dr Car,4,Black,Automatic,68766,11197,Silver,FWD,Gasoline Fuel,23,34,5
Used,YMZDPCG7N5UPEB2T2,2018,Mitsubishi,Sport Utility,4,Black,Variable,46803,11198,Black,4WD,Gasoline Fuel,25,26,5
Used,BX9DD6R766DKBUJ85,2021,Nissan,4dr Car,4,Gray,Variable,74643,11198,Black,FWD,Gasoline Fuel,32,40,5
Used,M1P4XZ6WP6CU74LBN,2016,Volkswagen,4dr Car,4,Black,Automatic,50448,11198,Gray,FWD,Gasoline Fuel,25,36,5
Used,RBUYRJV370F1RZESX,2020,Kia,4dr Car,4,Black,Variable,61584,11198,White,FWD,Gasoline Fuel,31,41,5
Used,ENEMCC2Y47A3CK9UR,2018,Hyundai,4dr Car,4,Gray,Automatic,74342,11198,White,FWD,Gasoline Fuel,25,35,5
Used,P6RAT29ZAALD8K041,2020,Kia,4dr Car,4,Black,Manual,70036,11298,Black,FWD,Gasoline Fuel,27,37,5
New,E1LETKK247LVAH0GV,2019,Hyundai,4dr Car,4,Black,Automatic,0,11298,White,FWD,Gasoline Fuel,29,38,5
Used,BG25JUKBHSH3HP9LH,2018,Hyundai,4dr Car,4,Gray,Automatic,78546,11398,Gray,FWD,Gasoline Fuel,25,36,5
New,K0F5VBR0VLECR0YDL,2024,Mitsubishi,4dr Car,4,Black,Variable,0,11497,Red,FWD,Gasoline Fuel,35,41,5
New,3Z9FJLN6TVEN194CU,2018,Volkswagen,4dr Car,4,Gray,Automatic,0,11497,Gray,FWD,Gasoline Fuel,28,38,5
New,V9MH3UFYH2EWY75LU,2019,Hyundai,4dr Car,4,Gray,Automatic,0,11498,Gray,FWD,Gasoline Fuel,28,37,5
Used,B8XDFZUWYLX86EW3K,2014,Ford,2dr Car,2,Black,Automatic,60555,11498,Gray,RWD,Gasoline Fuel,19,29,4
Used,XHHHTYSSNRHXD3LG8,2016,Kia,Sport Utility,4,Black,Automatic,78776,11498,Silver,AWD,Gasoline Fuel,19,26,5
Used,XB59BP36ARKCF9MX2,2019,Kia,Hatchback,4,Gray,Automatic,33882,11498,Gray,FWD,Gasoline Fuel,26,31,5
Used,VLX5FDPFDK7NUK67B,2016,Honda,Hatchback,4,Black,Variable,58319,11498,Gray,FWD,Gasoline Fuel,33,41,5
Used,XSBJFDZJUG7Z9UUVD,2018,Hyundai,Sport Utility,4,Black,Automatic,73432,11498,Gray,FWD,Gasoline Fuel,27,33,5
Used,A7R7CVU3NFN0G63TY,2017,Jaguar,4dr Car,4,Tan,Automatic,67914,11498,Blue,RWD,Gasoline Fuel,21,30,5
Used,SP8BJ77W7971Y7WHG,2018,Hyundai,Sport Utility,4,Tan,Automatic,75905,11498,White,AWD,Gasoline Fuel,21,26,5
Used,LFJE613D6C89RDKB8,2020,Hyundai,4dr Car,4,Black,Variable,55038,11498,Gray,FWD,Gasoline Fuel,33,41,5
Used,F11F443VLWB7W4KCG,2018,Ford,Sport Utility,4,Gray,Automatic,67434,11498,White,FWD,Gasoline Fuel,23,30,5
Used,ZY05UJALKEWKW0PC8,2022,Mitsubishi,Hatchback,4,Black,Variable,36984,11498,Gray,FWD,Gasoline Fuel,36,43,5
Used,JKGD6KS6R59JEYT1C,2017,Hyundai,Sport Utility,4,Tan,Automatic,71176,11498,Brown,FWD,Gasoline Fuel,23,30,5
Used,32EDL921TK8TETGU5,2019,Nissan,Sport Utility,4,Gray,Variable,67879,11498,White,FWD,Gasoline Fuel,31,36,5
Used,TU0BZZNRFHT64A7UR,2018,Kia,Sport Utility,4,Black,Automatic,73109,11498,Brown,FWD,Gasoline Fuel,23,30,5
New,MSKKY0520H6TDGZGU,2018,Hyundai,4dr Car,4,Gray,Automatic,0,11498,Blue,FWD,Gasoline Fuel,28,37,5
Used,3YY3N9SC3L69MC3G3,2018,Hyundai,4dr Car,4,Black,Automatic,66651,11498,Black,FWD,Gasoline Fuel,28,37,5
New,5MHBYZP5L92LR1U1B,2018,Kia,Hatchback,4,Black,Automatic,0,11498,White,FWD,Gasoline Fuel,25,30,5
New,320YYJSK35J4RLW6Z,2021,Nissan,4dr Car,4,Gray,Variable,0,11498,Black,FWD,Gasoline Fuel,32,40,5
Used,ESM4LCKSHUTJ7T21E,2017,Mitsubishi,Sport Utility,4,Black,Variable,53489,11498,Red,4WD,Gasoline Fuel,22,27,5
Used,DFFV7P8RYZ2DL7FWH,2020,Nissan,4dr Car,4,Gray,Variable,69314,11498,White,FWD,Gasoline Fuel,29,39,5
New,SM4PRCUDH5M6HGVHR,2015,BMW,4dr Car,4,Black,Automatic,0,11498,Gray,AWD,Gasoline Fuel,22,33,5
Used,40XYKKJPU1B4MZTK7,2018,Chevrolet,4dr Car,4,Black,Automatic,64128,11498,Red,FWD,Gasoline Fuel,29,40,5
Used,CS7U9WFR26EZCLZ2R,2018,Kia,4dr Car,4,Black,Automatic,73883,11498,Blue,FWD,Gasoline Fuel,29,37,5
New,U5HGWT8E7SXPTM8WT,2017,Hyundai,4dr Car,4,Gray,Automatic,0,11498,Blue,FWD,Gasoline Fuel,29,38,5
Used,KKAEXBMX0B0XX05SW,2017,Hyundai,Sport Utility,4,Gray,Automatic,76602,11798,Black,FWD,Gasoline Fuel,18,25,7
Used,DWW298XWC62Z0KEE6,2020,Kia,4dr Car,4,Black,Variable,49609,11798,Black,FWD,Gasoline Fuel,29,40,5
New,18L1TT8DKAUDUPW2T,2016,Kia,4dr Car,4,Black,Automatic,0,11798,Black,FWD,Gasoline Fuel,24,35,5
Used,Z1KDCDTB33GX293US,2019,Kia,4dr Car,4,Black,Variable,70658,11798,Gray,FWD,Gasoline Fuel,30,40,5
Used,Z0Y3KEJUZ1MFLDN76,2018,Kia,4dr Car,4,Black,Automatic,35265,11898,Red,FWD,Gasoline Fuel,29,37,5
Used,49R7TSKGJE9XRXAGU,2020,Chevrolet,Hatchback,4,Black,Automatic,42796,11898,Red,FWD,Gasoline Fuel,26,34,5
Used,YRYLF0H3N2MUCAR24,2021,Nissan,4dr Car,4,Gray,Variable,50752,11898,Silver,FWD,Gasoline Fuel,32,40,5
Used,WJ56UWZ9858VVVYJW,2015,Audi,Sport Utility,4,Black,Automatic,69618,11898,White,AWD,Gasoline Fuel,20,28,5
New,1J7N2TVPF519K0S19,2020,Hyundai,Sport Utility,4,Black,Automatic,0,11898,Red,FWD,Gasoline Fuel,27,33,5
New,HLWBF4GJUAJP5L5C0,2018,Chevrolet,4dr Car,4,Black,Automatic,0,11997,Brown,FWD,Gasoline Fuel,27,36,5
Used,ELKZ2YZBXC5SR2N71,2019,Mitsubishi,Sport Utility,4,Black,Variable,45635,11997,Black,FWD,Gasoline Fuel,23,29,5
Used,BHBZ7WZB8LPWVP193,2021,Chevrolet,Hatchback,4,Black,Variable,39079,11997,White,FWD,Gasoline Fuel,30,38,4
Used,X4PPH8TXJ0XJMP9WC,2015,INFINITI,Sport Utility,4,Tan,Automatic,69786,11998,Red,RWD,Gasoline Fuel,17,25,5
Used,UMR6E59ASFF2DUERF,2020,Kia,4dr Car,4,Black,Variable,61787,11998,Black,FWD,Gasoline Fuel,31,41,5
Used,PP1KC8EZFLFEXELCU,2020,Nissan,4dr Car,4,Gray,Variable,62096,11998,Red,FWD,Gasoline Fuel,29,39,5
Used,S4W15H3NSHFRM3EK2,2017,Hyundai,Sport Utility,4,Tan,Automatic,75486,11998,Silver,FWD,Gasoline Fuel,18,25,7
New,HBD2LN2M1RVGNRHTS,2021,Hyundai,Sport Utility,4,Black,Automatic,0,11998,Red,FWD,Gasoline Fuel,27,33,5
Used,ESAVDDK00KNAGS2ML,2019,Hyundai,Sport Utility,4,Gray,Automatic,75191,11998,White,FWD,Gasoline Fuel,23,30,5
Used,FSFZW4G3PAAXYHK2W,2018,Hyundai,4dr Car,4,Black,Automatic,77183,11998,White,FWD,Gasoline Fuel,25,36,5
New,DHU0YNBZXB8BBHW0R,2018,Volkswagen,4dr Car,4,Gray,Automatic,0,11998,Black,FWD,Gasoline Fuel,25,36,5
New,1JSPEV52VFBET4S5W,2015,Audi,Sport Utility,4,Tan,Automatic,0,11998,Black,AWD,Gasoline Fuel,20,28,5
Used,1X9AJMFEE8FY05WGJ,2014,Chevrolet,2dr Car,2,Black,Manual,65080,11998,Gray,RWD,Gasoline Fuel,17,28,4
Used,X3NS7YEJSEK8TEW4C,2016,Honda,Hatchback,4,Black,Variable,63784,11998,Black,FWD,Gasoline Fuel,33,41,5
Used,M5HX7MEW7DNEPPJE8,2017,Buick,Sport Utility,4,Gray,Automatic,72109,11998,Gray,FWD,Gasoline Fuel,15,22,7
Used,BK748AL53UGVUJDMP,2020,Hyundai,4dr Car,4,Black,Variable,67555,11998,Black,FWD,Gasoline Fuel,30,40,5
Used,CP7DSKYUTH5YJ2D5T,2018,Kia,Hatchback,4,Black,Automatic,46401,11998,Gray,FWD,Gasoline Fuel,25,30,5
Used,SU50KW7TFDHEX78P7,2020,Ford,Sport Utility,4,Black,Automatic,31903,11998,Blue,FWD,Gasoline Fuel,27,29,5
Used,N1RPBBPE7LYD4SYTS,2015,Toyota,4dr Car,4,Gray,Variable,55111,11998,Silver,FWD,Gasoline Fuel,29,38,5
Used,MFMEL7YP5PCRMJNW2,2019,Mitsubishi,Sport Utility,4,Black,Variable,34955,11998,Red,FWD,Gasoline Fuel,24,30,5
Used,2LVCN578CBZ8N7PD1,2018,Mercedes-Benz,Sport Utility,4,Black,Automatic,74652,11998,Black,FWD,Gasoline Fuel,24,33,5
New,UGFMPYXFZSZUN2A7U,2017,Mitsubishi,Sport Utility,4,Black,Variable,0,11998,White,FWD,Gasoline Fuel,25,30,7
New,M8LX6ECY2CAZH0MXP,2018,Ford,Sport Utility,4,Black,Automatic,0,11998,Blue,FWD,Gasoline Fuel,27,29,5
Used,N8KFFYY8H1T4H9JHX,2020,Kia,Hatchback,4,Gray,Variable,62251,11998,Red,FWD,Gasoline Fuel,29,35,5
Used,ZBP3AXVJD0BD1Y2Z5,2020,Hyundai,4dr Car,4,Black,Variable,78218,11998,White,FWD,Gasoline Fuel,30,40,5
Used,X1SUKU5G8WLKAWGUF,2021,Chevrolet,Hatchback,4,Black,Variable,50403,11998,Black,FWD,Gasoline Fuel,30,38,4
New,4YZEFK007VB37AHYH,2017,Nissan,Sport Utility,4,Gray,Variable,0,11998,Silver,FWD,Gasoline Fuel,26,33,5
Used,UL8GSABZWJW7B0MGN,2019,Nissan,4dr Car,4,Gray,Variable,61059,11998,Silver,FWD,Gasoline Fuel,29,37,5
New,LG84NV5L6FYXJEE7R,2020,Ford,Sport Utility,4,Gray,Automatic,0,11998,Silver,4WD,Gasoline Fuel,23,29,5
Used,5FDV4NZ2T3LFAC222,2018,Ford,Sport Utility,4,Gray,Automatic,56815,11998,Silver,FWD,Gasoline Fuel,23,30,5
Used,NYFVAMFU6ZVVEPN7S,2019,Kia,4dr Car,4,Black,Variable,69141,11998,Blue,FWD,Gasoline Fuel,30,40,5
Used,FC21E8L6ARXDU172L,2015,BMW,2dr Car,2,Black,Automatic,68980,12198,Black,RWD,Gasoline Fuel,23,35,4
Used,M0H4CK17Z2D5P7K24,2016,Mercedes-Benz,Sport Utility,4,Black,Automatic,79887,12198,Gray,FWD,Gasoline Fuel,25,35,5
Used,JE3NCB4A2W6H516NB,2017,Volkswagen,Sport Utility,4,Black,Automatic,48104,12198,White,FWD,Gasoline Fuel,20,24,5
Used,GUY6WY408L4XT7B36,2016,Mitsubishi,Sport Utility,4,Tan,Variable,53703,12198,Red,FWD,Gasoline Fuel,25,31,7
New,1C6K6HWU5EV2ZFWVW,2020,Hyundai,4dr Car,4,Gray,Variable,0,12198,Red,FWD,Gasoline Fuel,30,40,5
Used,54ANRH01GFB8Y5VPP,2016,Kia,4dr Car,4,Black,Automatic,61834,12298,Red,FWD,Gasoline Fuel,22,32,5
Used,C381BUL5UWW4NW8PZ,2017,Volkswagen,4dr Car,4,Black,Automatic,62610,12497,Gray,FWD,Gasoline Fuel,24,33,5
Used,RNZB6SMM68J72EXFW,2019,Chevrolet,4dr Car,4,Black,Automatic,61984,12497,Blue,FWD,Gasoline Fuel,29,36,5
Used,ZVNPRK40B28JMUYGS,2015,MINI,Hatchback,4,Black,Automatic,75421,12497,Red,FWD,Gasoline Fuel,24,34,5
Used,TJ0F701X7PRNYCJL5,2020,Nissan,Sport Utility,4,Gray,Variable,62851,12497,Red,FWD,Gasoline Fuel,31,36,5
Used,Y0U8U4XTDBF2SLR1U,2022,Chevrolet,4dr Car,4,Gray,Automatic,76788,12497,Silver,FWD,Gasoline Fuel,29,36,5
Used,EGVHYBM6BD7P285YH,2015,BMW,2dr Car,2,Black,Automatic,68587,12498,Silver,RWD,Gasoline Fuel,23,35,4
Used,WB135XBMA7LBBNBXA,2019,Mitsubishi,Sport Utility,4,Black,Variable,62163,12498,Gray,FWD,Gasoline Fuel,25,30,7
New,VR6MH94798NF7M1LV,2018,Audi,4dr Car,4,Black,Automatic,0,12498,White,FWD,Gasoline Fuel,26,35,5
Used,ZP4WZU5UH30N0FNU1,2018,Ford,4dr Car,4,Black,Automatic,53671,12498,Red,FWD,Gasoline Fuel,21,32,5
New,Z9WLLNC8JD4Y9ED2W,2018,Kia,4dr Car,4,Black,Automatic,0,12498,Gray,FWD,Gasoline Fuel,23,32,5
Used,PFDWDZBDAJDN64SFA,2018,Kia,4dr Car,4,Black,Automatic,43717,12498,Gray,FWD,Gasoline Fuel,23,32,5
New,YU2W1G9P7BUU3NCH5,2019,Volkswagen,4dr Car,4,Black,Automatic,0,12498,White,FWD,Gasoline Fuel,25,36,5
Used,F3KCLHSU7P9138UWG,2016,Kia,4dr Car,4,Tan,Automatic,49084,12498,Black,FWD,Gasoline Fuel,19,28,5
Used,JDZJKPED6KR71HERZ,2022,Kia,4dr Car,4,Black,Variable,34464,12498,Black,FWD,Gasoline Fuel,33,41,5
Used,VC1G09RSH7HJC4XT5,2020,Hyundai,4dr Car,4,Gray,Variable,69599,12498,Silver,FWD,Gasoline Fuel,30,40,5
Used,A7VV4E2Y5E8G5KS03,2019,Chevrolet,Station Wagon,4,Gray,Automatic,21805,12498,Gray,FWD,Electric Fuel System,128,110,5
Used,4J0NKNASWK58ZCJYN,2022,Hyundai,4dr Car,4,Black,Variable,61714,12498,Silver,FWD,Gasoline Fuel,33,43,5
Used,1NFKBWB1A2F4BTMNE,2019,Toyota,4dr Car,4,Gray,Variable,57073,12498,White,FWD,Gasoline Fuel,28,36,5
Used,N388P6909HRJ32771,2020,Nissan,Sport Utility,4,Gray,Variable,73934,12498,Black,FWD,Gasoline Fuel,25,32,5
Used,APJ393KKE5ZH5VKCY,2020,Dodge,Sport Utility,4,Black,Automatic,46112,12498,Red,FWD,Gasoline Fuel,19,25,7
Used,SUPY690JY0SLE361U,2019,Chevrolet,Extended Cab Pickup,2,Gray,Automatic,75446,12498,White,RWD,Gasoline Fuel,20,26,2
