VIN,Type,Year,Make,Model,Body,Doors,Ext_Color_Generic,Int_Color_Generic,EngineCylinders,Transmission,Miles,SellingPrice,Engine_Block_Type,Engine_Description,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,MarketClass,PassengerCapacity
Z48K180972UY856MZ,Used,2019,Kia,Forte,4dr Car,4,Red,Black,4,Variable,51211,11875,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,30,40,4-door Mid-Size Passenger Car,5
CMX7L6RBRVMRA8J4R,Used,2017,Kia,Forte,4dr Car,4,Gray,Black,4,Automatic,21679,12375,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,38,4-door Mid-Size Passenger Car,5
VYEN761WVU1SDD0RE,Used,2019,Nissan,Kicks,Sport Utility,4,Gray,Gray,4,Variable,24255,12750,I,Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,31,36,4-door Mid-Size Passenger Car,5
M8CRXP1LS8J5B2G32,Used,2022,Toyota,Tacoma 2WD,Extended Cab Pickup,4,White,Gray,4,Automatic,59023,22650,I,Regular Unleaded I-4 2.7 L/164,RWD,Gasoline Fuel,20,23,2WD Small Pickup Trucks,4
HWA2JH0NJ6L75U4T5,Used,2020,Toyota,Tacoma 2WD,Extended Cab Pickup,4,White,Gray,4,Automatic,79775,19500,I,Regular Unleaded I-4 2.7 L/164,RWD,Gasoline Fuel,20,23,2WD Small Pickup Trucks,4
K3GEH510WWPJTPX0J,Used,2022,Volkswagen,Tiguan,Sport Utility,4,White,Black,4,Automatic,67730,20350,I,Intercooled Turbo Regular Unleaded I-4 2.0 L/121,FWD,Gasoline Fuel,23,30,2WD Sport Utility Vehicles,7
LEWBD1SU516F8SRFC,New,2016,Volkswagen,Beetle Coupe,Hatchback,2,Black,Black,4,Automatic,0,14250,I,Intercooled Turbo Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,24,33,2-door Compact Passenger Car,4
4E9F5MSBFDWK233GE,Used,2023,Mercedes-Benz,EQE,Sport Utility,4,Blue,Gray,,Automatic,14840,43425,I,Electric,RWD,Electric Fuel System,94,87,2WD Sport Utility Vehicles,5
DGD6VC2ZA5WZ4T4DR,Used,2016,Subaru,Legacy,4dr Car,4,White,Gray,4,Variable,75063,12925,,Regular Unleaded H-4 2.5 L/152,AWD,Gasoline Fuel,26,36,4-door Mid-Size Passenger Car,5
X0HWLEXKVS73NLYL2,Used,2021,Toyota,Camry,4dr Car,4,Silver,Black,4,Automatic,44066,22900,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
S33486DY199HEZFFE,Used,2024,Nissan,Rogue,Sport Utility,4,Gray,Gray,3,Variable,11989,24625,I,Intercooled Turbo Regular Unleaded I-3 1.5 L/91,FWD,Gasoline Fuel,30,37,2WD Sport Utility Vehicles,5
LNUYJFLC4KU3PSA4F,Used,2019,Kia,Optima,4dr Car,4,Gray,Black,4,Automatic,54926,13075,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,24,33,4-door Large Passenger Car,5
ZDZGJ8RFBSHHC1WL2,Used,2022,Kia,Telluride,Sport Utility,4,White,Gray,6,Automatic,54485,30825,V,Regular Unleaded V-6 3.8 L/231,FWD,Gasoline Fuel,20,26,2WD Sport Utility Vehicles,8
TWPXJ0MTFZHSFMNXJ,New,2024,Kia,Telluride,Sport Utility,4,Red,Black,6,Automatic,0,33325,V,Regular Unleaded V-6 3.8 L/231,FWD,Gasoline Fuel,20,26,2WD Sport Utility Vehicles,7
V6W5WP8KCBWJE589J,Used,2019,Kia,Sorento,Sport Utility,4,Black,Black,4,Automatic,79499,13025,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,22,29,2WD Sport Utility Vehicles,7
XT148CXTJPB49CYF3,Used,2019,Mitsubishi,Outlander,Sport Utility,4,Gray,Black,4,Variable,70844,10150,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,25,30,2WD Sport Utility Vehicles,7
DKHDTZVBN013YD8MR,New,2023,Toyota,bZ4X,Sport Utility,4,,Black,,Automatic,0,24125,I,Electric,AWD,Electric Fuel System,,,4WD Sport Utility Vehicles,5
3HWY7NLGXNN1CMRDP,New,2018,Chevrolet,Trax,Sport Utility,4,Gray,Black,4,Automatic,0,9375,,Turbocharged Gas 4-Cyl 1.4L/83,FWD,Gasoline Fuel,25,33,2WD Sport Utility Vehicles,5
NSEDPEL1CPDBKM54A,Used,2021,Mercedes-Benz,GLA,Sport Utility,4,White,Black,4,Automatic,50484,24175,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,FWD,Gasoline Fuel,25,34,2WD Sport Utility Vehicles,5
YBXHTCK6R3J6GRFEJ,New,2019,Mercedes-Benz,GLC,Sport Utility,4,White,Black,4,Automatic,0,28000,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,AWD,Gasoline Fuel,21,27,4WD Sport Utility Vehicles,5
VNNEV0DNN21VHCA6R,Used,2018,Mercedes-Benz,E-Class,Station Wagon,4,Blue,Brown,6,Automatic,72992,26050,V,Twin Turbo Premium Unleaded V-6 3.0 L/183,AWD,Gasoline Fuel,19,25,Mid-Size Wagon,7
A9WT2UM9Y7U9ESHZN,Used,2018,Porsche,Macan,Sport Utility,4,Red,Black,4,Automatic,71347,21900,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,AWD,Gasoline Fuel,20,25,4WD Sport Utility Vehicles,5
F9LMCZG8NV318LYUF,New,2022,Volvo,XC40,Sport Utility,4,Black,Gray,4,Automatic,0,21175,I,Intercooled Turbo Regular Unleaded I-4 2.0 L/120,FWD,Gasoline Fuel,23,32,2WD Sport Utility Vehicles,5
Y48ZH51DKXMYM7MHU,New,2020,Hyundai,Elantra,4dr Car,4,Red,Tan,4,Variable,0,12875,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,30,40,4-door Mid-Size Passenger Car,5
E250MJP5PTDZSA5UY,Used,2019,Kia,Cadenza,4dr Car,4,Black,Black,6,Automatic,78774,14325,V,Regular Unleaded V-6 3.3 L/204,FWD,Gasoline Fuel,20,27,4-door Large Passenger Car,5
RM5UCRX0S6RMK5FF3,Used,2022,Alfa Romeo,Stelvio,Sport Utility,4,Blue,Black,4,Automatic,17169,26275,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,AWD,Gasoline Fuel,22,28,4WD Sport Utility Vehicles,5
N2RZFX0AF6KJFXCZ8,New,2021,Jeep,Wrangler,Convertible,4,White,Black,6,Automatic,0,28525,V,Intercooled Turbo Diesel V-6 3.0 L/182,4WD,Diesel Fuel,22,29,4WD Sport Utility Vehicles,5
A7HU8W92J77BV4L46,Used,2024,Jeep,Wrangler 4xe,Convertible,4,Red,Black,4,Automatic,14350,37325,I,Intercooled Turbo Gas/Electric I-4 2.0 L/122,4WD,Hybrid Fuel,,,4WD Sport Utility Vehicles,5
NAC7V53J9HDFYALN2,New,2016,Ford,Focus,4dr Car,4,Black,Black,4,Automatic,0,7463,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,26,36,4-door Compact Passenger Car,5
FN4RUZR4JWH4KVJCA,Used,2022,Ford,F-150,Crew Cab Pickup,4,Gray,Black,8,Automatic,54475,28550,V,Regular Unleaded V8 5.0 L,RWD,Gasoline Fuel,17,24,2WD Standard Pickup Trucks,6
LH7YL3DK5VDYB54HS,Used,2020,Chevrolet,Traverse,Sport Utility,4,Blue,Gray,6,Automatic,59125,21975,V,Gas V6 3.6L/217,FWD,Gasoline Fuel,18,27,2WD Sport Utility Vehicles,7
KK7BDVUSM8CWNTNYA,Used,2019,Honda,Passport,Sport Utility,4,Blue,Gray,6,Automatic,64562,20800,V,Regular Unleaded V-6 3.5 L/212,FWD,Gasoline Fuel,20,25,2WD Sport Utility Vehicles,5
U6VLGA94663P1PTN7,Used,2016,Mazda,Mazda6,4dr Car,4,Gray,Gray,4,Automatic,75206,12800,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,26,38,4-door Mid-Size Passenger Car,5
4GM3JBSYDU7N5TYW6,Used,2013,Volkswagen,Jetta Sedan,4dr Car,4,Silver,Black,4,Manual,146625,2750,I,Turbocharged Diesel I4 2.0L/120,FWD,Diesel Fuel,30,42,4-door Compact Passenger Car,5
3D7YLZ2M8BS0TUC78,Used,2019,Honda,Pilot,Sport Utility,4,Black,Gray,6,Automatic,80273,17600,V,Regular Unleaded V-6 3.5 L/212,FWD,Gasoline Fuel,19,27,2WD Sport Utility Vehicles,8
SXMBHJSTA8VLG6XW1,Used,2012,Hyundai,Sonata,4dr Car,4,Gray,Gray,4,Automatic,167823,1750,I,Turbocharged Gas I4 2.0L/122,FWD,Gasoline Fuel,22,34,4-door Mid-Size Passenger Car,5
L303C89ACC3TCC0CK,New,2018,Mercedes-Benz,CLA,4dr Car,4,Black,Black,4,Automatic,0,4295,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,AWD,Gasoline Fuel,24,32,4-door Compact Passenger Car,5
CZD192FT9SU5JHN13,Used,2019,Mitsubishi,Mirage G4,4dr Car,4,Blue,Black,3,Variable,67540,6198,I,Regular Unleaded I-3 1.2 L/73,FWD,Gasoline Fuel,33,40,4-door Compact Passenger Car,5
SEVE0FFFAV0FPFW5X,Used,2016,Kia,Forte,4dr Car,4,White,Black,4,Automatic,79712,6997,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,26,39,4-door Mid-Size Passenger Car,5
XS8RECBPXWT5P9T4W,Used,2019,FIAT,500e,Hatchback,2,Silver,Black,,Automatic,7304,7498,I,Electric,FWD,Electric Fuel System,121,103,2-door Mini-Compact Passenger Car,4
R6236UAR92M70LXS4,Used,2019,Nissan,Versa Sedan,4dr Car,4,Silver,Gray,4,Manual,70765,7498,I,Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,27,36,4-door Compact Passenger Car,5
G1Z02LU2D638W00EN,New,2019,Nissan,Sentra,4dr Car,4,Gray,Gray,4,Variable,0,7498,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,29,37,4-door Mid-Size Passenger Car,5
VYRHKPZY461R7N0RR,New,2015,BMW,X1,Sport Utility,4,White,Tan,4,Automatic,0,7498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,RWD,Gasoline Fuel,23,34,4-door Large Passenger Car,5
DK8CB2LXDACL3F0CB,Used,2019,Nissan,Versa Sedan,4dr Car,4,Gray,Gray,4,Manual,77394,7798,I,Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,27,36,4-door Compact Passenger Car,5
AT537L1EDCZAZB09B,Used,2017,Hyundai,Sonata,4dr Car,4,White,Tan,4,Automatic,63196,7997,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,25,36,4-door Large Passenger Car,5
TMJG540WK4S9FMM4D,Used,2015,Dodge,Journey,Sport Utility,4,Black,Black,6,Automatic,75605,7997,V,Regular Unleaded V-6 3.6 L/220,FWD,Gasoline Fuel,17,25,2WD Sport Utility Vehicles,7
A8K9XS3REN4DJBWHC,New,2017,Kia,Rio,4dr Car,4,Black,Black,4,Automatic,0,7998,I,Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,27,36,4-door Compact Passenger Car,5
3HJ4KN7B1DPVKRBYZ,Used,2019,Ford,Fiesta,4dr Car,4,Silver,Black,4,Automatic,54769,7998,I,Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,27,35,4-door Sub-Compact Passenger Car,5
LKTUT1XS22EZV6Y2Y,New,2015,Hyundai,Elantra,4dr Car,4,White,Gray,4,Manual,0,7998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,27,37,4-door Mid-Size Passenger Car,5
C6KPL37FWFGZDV9H1,Used,2016,Jeep,Patriot,Sport Utility,4,Black,Gray,4,Automatic,63553,8198,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,21,28,2WD Sport Utility Vehicles,5
H67LTURBPRNNUFUJG,New,2016,Jeep,Patriot,Sport Utility,4,Silver,Gray,4,Automatic,0,8498,I,Regular Unleaded I-4 2.4 L/144,4WD,Gasoline Fuel,20,26,4WD Sport Utility Vehicles,5
DHU7VJM4HE2N6CHVZ,Used,2017,Chevrolet,Sonic,Hatchback,4,White,Black,4,Automatic,57574,8498,I,Gas I4 1.8L/110,FWD,Gasoline Fuel,24,34,Small Wagon,5
DMRCDX18Z0WNMHT32,Used,2018,Ford,Fiesta,4dr Car,4,Silver,Black,4,Automatic,49911,8498,I,Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,27,35,4-door Sub-Compact Passenger Car,5
HJYZ7G9KNY0VBAF27,Used,2016,Kia,Soul,Hatchback,4,White,Black,4,Automatic,53721,8698,I,Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,24,30,Small Wagon,5
CZD4D9Y27P34TPZY6,New,2017,Nissan,Sentra,4dr Car,4,Black,Gray,4,Variable,0,8798,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,29,37,4-door Mid-Size Passenger Car,5
HF86S87YKZLWV7US0,New,2017,Kia,Soul EV,Hatchback,4,White,Gray,,Automatic,0,8898,I,Electric,FWD,Electric Fuel System,120,92,Small Wagon,5
UNSJJ6SCB238G230K,Used,2017,Jeep,Patriot,Sport Utility,4,Silver,Gray,4,Variable,76637,8998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,22,26,2WD Sport Utility Vehicles,5
CCS67A3JG6RGBAM5S,Used,2015,Hyundai,Elantra,4dr Car,4,White,Tan,4,Automatic,49791,8998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,28,38,4-door Mid-Size Passenger Car,5
EPUNH410YSTC0XVCL,New,2015,Volkswagen,Tiguan,Sport Utility,4,Black,Tan,4,Automatic,0,8998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,FWD,Gasoline Fuel,21,26,2WD Sport Utility Vehicles,5
REA2UGUSDJVNV74H4,Used,2018,Chevrolet,Spark,Hatchback,4,Blue,Black,4,Automatic,35551,8998,I,Gas I4 1.4L/,FWD,Gasoline Fuel,30,38,4-door Sub-Compact Passenger Car,4
DY3YKEL787G3F57YN,Used,2016,Jeep,Patriot,Sport Utility,4,Black,Gray,4,Automatic,65780,8998,I,Regular Unleaded I-4 2.4 L/144,4WD,Gasoline Fuel,20,26,4WD Sport Utility Vehicles,5
HUPC4TUYBXT41C2WG,Used,2018,Volkswagen,Jetta,4dr Car,4,Red,Gray,4,Automatic,78716,8998,I,Intercooled Turbo Regular Unleaded I-4 1.4 L/85,FWD,Gasoline Fuel,28,38,4-door Compact Passenger Car,5
RXBULVT4A3TG8JDW4,New,2019,Nissan,Versa Sedan,4dr Car,4,Blue,Gray,4,Variable,0,8998,I,Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,31,39,4-door Compact Passenger Car,5
Y2X4AVGVL6HAHPSN2,Used,2018,Hyundai,Elantra,4dr Car,4,Tan,Tan,4,Automatic,79044,9497,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,38,4-door Mid-Size Passenger Car,5
4XZLYYF9Y6EB7KHMU,Used,2017,Chevrolet,Spark,Hatchback,4,Blue,Black,4,Automatic,37048,9497,I,Gas I4 1.4L/,FWD,Gasoline Fuel,30,39,4-door Sub-Compact Passenger Car,4
B5ZPVFBDR5KAYR1JL,Used,2016,Kia,Optima,4dr Car,4,White,Tan,4,Automatic,78379,9498,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,24,35,4-door Large Passenger Car,5
W3EZWEDLVE4B1KW3A,Used,2015,Ford,Fusion,4dr Car,4,Red,Black,4,Automatic,68891,9498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,22,34,4-door Mid-Size Passenger Car,5
ZM4RU5GEP5K28UECZ,Used,2017,Volkswagen,Jetta,4dr Car,4,Black,Black,4,Automatic,74653,9498,I,Intercooled Turbo Regular Unleaded I-4 1.4 L/85,FWD,Gasoline Fuel,28,38,4-door Compact Passenger Car,5
KDW6MHRV6Z9UVDV0U,Used,2015,Hyundai,Tucson,Sport Utility,4,White,Gray,4,Automatic,71331,9498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,23,29,2WD Sport Utility Vehicles,5
X09REP1HD8Y73K0VF,Used,2015,Volkswagen,Passat,4dr Car,4,Black,Black,4,Automatic,69535,9498,I,Intercooled Turbo Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,24,36,4-door Mid-Size Passenger Car,5
2JVG5AWKNE787FZ1N,Used,2015,BMW,3 Series,4dr Car,4,White,Black,4,Automatic,71229,9498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,AWD,Gasoline Fuel,23,35,4-door Compact Passenger Car,5
KD51BHP3R4LMK9CZE,Used,2018,Hyundai,Elantra,4dr Car,4,White,Black,4,Automatic,67500,9498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,38,4-door Mid-Size Passenger Car,5
YU444HZGT2UZE6LL1,Used,2015,Toyota,Yaris,Hatchback,2,Black,Black,4,Automatic,62774,9498,I,Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,30,36,2-door Compact Passenger Car,5
KL2P8AZYEX6BMNVV5,Used,2017,Chevrolet,Sonic,Hatchback,4,White,Black,4,Automatic,45765,9498,I,Gas I4 1.8L/110,FWD,Gasoline Fuel,24,34,Small Wagon,5
LXKJZ9UYKPRGCXN36,Used,2016,Jeep,Renegade,Sport Utility,4,White,Black,4,Automatic,70000,9498,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,22,31,2WD Sport Utility Vehicles,5
TX6DSUHKD2AHDF5U1,Used,2017,Ford,Fiesta,4dr Car,4,Red,Gray,4,Automatic,50655,9498,I,Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,27,37,4-door Sub-Compact Passenger Car,5
AY4MWTSD1J6NNRJZU,Used,2018,Chevrolet,Cruze,4dr Car,4,Silver,Black,4,Manual,57959,9498,I,Turbocharged Gas I4 1.4L/,FWD,Gasoline Fuel,27,40,4-door Compact Passenger Car,5
TXG7H9AYP87ZY218L,New,2015,Nissan,Rogue,Sport Utility,4,Red,Gray,4,Variable,0,9498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,26,33,2WD Sport Utility Vehicles,5
RGACR379T1KP0T5AE,Used,2017,Volkswagen,Jetta,4dr Car,4,Brown,Black,4,Manual,73240,9498,I,Intercooled Turbo Regular Unleaded I-4 1.4 L/85,FWD,Gasoline Fuel,28,40,4-door Compact Passenger Car,5
DV6MPNEEG643A07VY,Used,2016,MINI,Cooper Convertible,Convertible,2,Red,Black,3,6-Speed,68266,9498,I,Intercooled Turbo Premium Unleaded I-3 1.5 L/91,FWD,Gasoline Fuel,27,38,2-door Mini-Compact Passenger Car,4
EBJE2EB6HF3AUEDFD,Used,2016,Hyundai,Elantra GT,Hatchback,4,Gray,Black,4,Automatic,79890,9498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,24,33,4-door Mid-Size Passenger Car,5
2FZBUJXTFF2NL1SRB,Used,2019,Chevrolet,Spark,Hatchback,4,White,Black,4,Manual,50378,9498,I,Gas I4 1.4L/85,FWD,Gasoline Fuel,29,38,4-door Sub-Compact Passenger Car,4
1YXWH09N02U5N7YJ9,Used,2019,Hyundai,Elantra,4dr Car,4,Gray,Gray,4,Automatic,82388,9798,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,28,37,4-door Mid-Size Passenger Car,5
WZVAWJ23UHJ3073T3,New,2017,Hyundai,Sonata,4dr Car,4,Red,Tan,4,Automatic,0,9798,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,25,36,4-door Large Passenger Car,5
XPASWNZ8698BHDRNH,New,2015,Kia,Optima,4dr Car,4,Silver,Tan,4,Automatic,0,9997,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,23,34,4-door Mid-Size Passenger Car,5
EB0XHVBABR9EZ5AC6,Used,2015,Volkswagen,Beetle Coupe,Hatchback,2,Black,Black,4,Automatic,77713,9997,I,Intercooled Turbo Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,25,33,2-door Compact Passenger Car,4
BR3NLBWZ1NU427M7Y,Used,2016,Audi,A3,4dr Car,4,Blue,Gray,4,Automatic,81501,9997,I,Intercooled Turbo Premium Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,23,33,4-door Sub-Compact Passenger Car,5
UM4ABBTBS455F5D4V,Used,2018,Ford,Focus,Hatchback,4,Silver,Black,4,Automatic,55249,9997,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,26,38,4-door Mid-Size Passenger Car,5
32C2FNMJYM2EDB0A9,New,2019,Hyundai,Accent,4dr Car,4,Gray,Black,4,Automatic,0,9998,I,Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,28,38,4-door Compact Passenger Car,5
CMW5BPVEUF98K6H8D,Used,2014,Honda,Accord,4dr Car,4,Silver,Gray,4,Variable,80471,9998,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,27,36,4-door Mid-Size Passenger Car,5
MF4G5S7SLXTUJACXY,New,2017,Nissan,Sentra,4dr Car,4,Silver,Gray,4,Variable,0,9998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,29,37,4-door Mid-Size Passenger Car,5
SRJ32RUYG30E3U726,Used,2016,Hyundai,Sonata,4dr Car,4,Gray,Gray,4,Automatic,78326,9998,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,28,38,4-door Large Passenger Car,5
RYXRSKRKS9SH5TXFA,Used,2018,Kia,Forte,4dr Car,4,Black,Gray,4,Automatic,58639,9998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,37,4-door Mid-Size Passenger Car,5
JMNYMYW9SD5JD4Y6B,New,2018,Kia,Optima,4dr Car,4,Black,Tan,4,Automatic,0,9998,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,25,36,4-door Large Passenger Car,5
CG8U870ZAPSDYCK4G,New,2017,Kia,Sorento,Sport Utility,4,Gray,Black,4,Automatic,0,9998,I,Regular Unleaded I-4 2.4 L/144,AWD,Gasoline Fuel,21,25,4WD Sport Utility Vehicles,5
5N7FF73BDRSGHUARP,Used,2017,Hyundai,Elantra,4dr Car,4,Silver,Gray,4,Automatic,78279,9998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,28,37,4-door Mid-Size Passenger Car,5
YCJMPNW6B8HEKSDCK,New,2015,Kia,Sorento,Sport Utility,4,Purple,Black,4,Automatic,0,9998,I,Regular Unleaded I-4 2.4 L/144,AWD,Gasoline Fuel,19,25,4WD Sport Utility Vehicles,5
XCR45LLU083YETAGZ,Used,2018,Hyundai,Elantra,4dr Car,4,Red,Tan,4,Automatic,63443,9998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,38,4-door Mid-Size Passenger Car,5
APZSFXY9WU6PFW2S6,Used,2018,Ford,Focus,Hatchback,4,White,Gray,4,Automatic,76273,9998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,24,34,4-door Mid-Size Passenger Car,5
UBDB7PUTYC1Z6FMJ0,Used,2019,Nissan,Sentra,4dr Car,4,Black,Gray,4,Variable,61641,9998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,29,37,4-door Mid-Size Passenger Car,5
XYG56AJKWG88TDFHW,Used,2016,Hyundai,Sonata,4dr Car,4,Black,Tan,4,Automatic,73069,9998,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,25,38,4-door Large Passenger Car,5
W1TPSBWUT86NJFCN5,Used,2016,Kia,Forte,4dr Car,4,Blue,Black,4,Automatic,59529,9998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,26,39,4-door Mid-Size Passenger Car,5
VFC3RVSMCHH1LJVZ7,New,2016,Hyundai,Elantra,4dr Car,4,Blue,Gray,4,Automatic,0,9998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,28,38,4-door Mid-Size Passenger Car,5
SLMZ4NEGF5ZTRHCR5,Used,2016,Chevrolet,Malibu Limited,4dr Car,4,White,Black,4,Automatic,61091,9998,I,Gas I4 2.5L/,FWD,Gasoline Fuel,24,34,4-door Mid-Size Passenger Car,5
1476LP040E1ZTYJVE,New,2019,Kia,Rio,4dr Car,4,Blue,Black,4,Automatic,0,9998,I,Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,28,37,4-door Compact Passenger Car,5
VP8TNJ43GVHX7UZGN,Used,2015,Hyundai,Veloster,3dr Car,3,Black,Black,4,Automatic,73240,9998,I,Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,27,36,2-door Compact Passenger Car,4
SV0UB05ESDRVWUC3G,Used,2017,Jeep,Patriot,Sport Utility,4,Black,Gray,4,Variable,68093,9998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,22,26,2WD Sport Utility Vehicles,5
W2M799ZYPYXEWYJUC,Used,2020,Kia,Forte,4dr Car,4,Gray,Black,4,Variable,66698,9998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,40,4-door Mid-Size Passenger Car,5
413LHHECJ654M0700,New,2021,Mitsubishi,Mirage,Hatchback,4,Red,Black,3,Variable,0,9998,I,Regular Unleaded I-3 1.2 L/73,FWD,Gasoline Fuel,36,43,4-door Compact Passenger Car,5
J3ZNPLZ5GTMF4SXN1,Used,2016,Chevrolet,Equinox,Sport Utility,4,Blue,Black,4,Automatic,76437,9998,I,Gas I4 2.4/145,AWD,Gasoline Fuel,20,29,4WD Sport Utility Vehicles,5
MDTE14RHCNTXPS6SG,New,2019,Nissan,Sentra,4dr Car,4,Silver,Gray,4,Variable,0,9998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,29,37,4-door Mid-Size Passenger Car,5
W38CAFF4582G3LD16,Used,2016,Kia,Forte,4dr Car,4,Blue,Black,4,Automatic,63511,9998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,26,39,4-door Mid-Size Passenger Car,5
WU01ZLCNSN2W7UCSF,Used,2017,Nissan,Sentra,4dr Car,4,Silver,Gray,4,Variable,35575,9998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,29,37,4-door Mid-Size Passenger Car,5
T3BTFS8C9DCF00SL2,Used,2018,Hyundai,Elantra,4dr Car,4,Black,Tan,4,Automatic,50486,10497,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,28,37,4-door Mid-Size Passenger Car,5
H451JHK5BBBHPD88R,Used,2019,Honda,Fit,Hatchback,4,Red,Black,4,Variable,74391,10497,I,Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,33,40,Small Wagon,5
M4A5XPBCYH2HH2NXT,Used,2019,Hyundai,Elantra,4dr Car,4,Silver,Gray,4,Automatic,71265,10498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,28,37,4-door Mid-Size Passenger Car,5
VLW6X7395DWUKUR7D,Used,2020,Hyundai,Elantra,4dr Car,4,Gray,Gray,4,Variable,75917,10498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,30,40,4-door Mid-Size Passenger Car,5
